voltage_mV,capacitance_pF,rseries_Mohm,rseal_Mohm
-80.0,8.832500000000001,3.8441,3248.1
-75.0,8.832500000000001,3.8441,2561.3
-70.0,8.832500000000001,3.8441,4102.0
-65.0,8.832500000000001,3.8441,2828.4
-60.0,8.832500000000001,3.8441,2288.3
-55.0,8.832500000000001,3.8441,2993.4
-50.0,8.832500000000001,3.8441,2820.8
-45.0,8.832500000000001,3.8441,2709.8
-40.0,8.832500000000001,3.8441,3420.6
-35.0,8.832500000000001,3.8441,2253.2
-30.0,8.832500000000001,3.8441,2908.2
-25.0,8.832500000000001,3.8441,2587.1
-20.0,8.832500000000001,3.8441,2805.4
-15.0,8.832500000000001,3.8441,2587.6
-10.0,8.832500000000001,3.8441,2511.3
-5.0,8.832500000000001,3.8441,3550.1
0.0,8.832500000000001,3.8441,3010.7
5.0,8.832500000000001,3.8441,3365.1
10.0,8.832500000000001,3.8441,2950.6
15.0,8.832500000000001,3.8441,3587.4
20.0,8.832500000000001,3.8441,2243.3
25.0,8.832500000000001,3.8441,3420.7
30.0,8.832500000000001,3.8441,3028.4
35.0,8.832500000000001,3.8441,2783.1
