voltage_mV,capacitance_pF,rseries_Mohm,rseal_Mohm
-80.0,15.470999999999998,4.4856,2580.5
-75.0,15.470999999999998,4.4856,2554.9
-70.0,15.470999999999998,4.4856,2252.8
-65.0,15.470999999999998,4.4856,2782.8
-60.0,15.470999999999998,4.4856,2486.9
-55.0,15.470999999999998,4.4856,2394.1
-50.0,15.470999999999998,4.4856,3167.9
-45.0,15.470999999999998,4.4856,2388.8
-40.0,15.470999999999998,4.4856,2876.0
-35.0,15.470999999999998,4.4856,2599.8
-30.0,15.470999999999998,4.4856,3959.7
-25.0,15.470999999999998,4.4856,2580.7
-20.0,15.470999999999998,4.4856,2813.4
-15.0,15.470999999999998,4.4856,2633.5
-10.0,15.470999999999998,4.4856,2288.2
-5.0,15.470999999999998,4.4856,3092.0
0.0,15.470999999999998,4.4856,3028.8
5.0,15.470999999999998,4.4856,2967.1
10.0,15.470999999999998,4.4856,3386.9
15.0,15.470999999999998,4.4856,2548.6
20.0,15.470999999999998,4.4856,3376.0
25.0,15.470999999999998,4.4856,3168.0
30.0,15.470999999999998,4.4856,2984.0
35.0,15.470999999999998,4.4856,3376.2
