voltage_mV,capacitance_pF,rseries_Mohm,rseal_Mohm
-80.0,16.339000000000002,5.8141,23944.0
-75.0,16.339000000000002,5.8141,23944.0
-70.0,16.339000000000002,5.8141,23944.0
-65.0,16.339000000000002,5.8141,23944.0
-60.0,16.339000000000002,5.8141,23944.0
-55.0,16.339000000000002,5.8141,44769.0
-50.0,16.339000000000002,5.8141,44769.0
-45.0,16.339000000000002,5.8141,44769.0
-40.0,16.339000000000002,5.8141,44769.0
-35.0,16.339000000000002,5.8141,44769.0
-30.0,16.339000000000002,5.8141,44769.0
-25.0,16.339000000000002,5.8141,44769.0
-20.0,16.339000000000002,5.8141,44769.0
-15.0,16.339000000000002,5.8141,44769.0
-10.0,16.339000000000002,5.8141,44769.0
-5.0,16.339000000000002,5.8141,44769.0
0.0,16.339000000000002,5.8141,44769.0
5.0,16.339000000000002,5.8141,44769.0
10.0,16.339000000000002,5.8141,44769.0
15.0,16.339000000000002,5.8141,44769.0
20.0,16.339000000000002,5.8141,44769.0
25.0,16.339000000000002,5.8141,44761.0
30.0,16.339000000000002,5.8141,44761.0
35.0,16.339000000000002,5.8141,44761.0
