voltage_mV,capacitance_pF,rseries_Mohm,rseal_Mohm
-80.0,16.274999999999995,5.8826,4400.4
-75.0,16.274999999999995,5.8826,6772.7
-70.0,16.274999999999995,5.8826,7150.1
-65.0,16.274999999999995,5.8826,8172.0
-60.0,16.274999999999995,5.8826,4237.8
-55.0,16.274999999999995,5.8826,6558.0
-50.0,16.274999999999995,5.8826,4289.3
-45.0,16.274999999999995,5.8826,4344.4
-40.0,16.274999999999995,5.8826,4722.8
-35.0,16.274999999999995,5.8826,4723.6
-30.0,16.274999999999995,5.8826,7149.8
-25.0,16.274999999999995,5.8826,10093.0
-20.0,16.274999999999995,5.8826,4418.7
-15.0,16.274999999999995,5.8826,5448.2
-10.0,16.274999999999995,5.8826,8876.5
-5.0,16.274999999999995,5.8826,4399.6
0.0,16.274999999999995,5.8826,6685.0
5.0,16.274999999999995,5.8826,6910.0
10.0,16.274999999999995,5.8826,4457.8
15.0,16.274999999999995,5.8826,4380.6
20.0,16.274999999999995,5.8826,3651.3
25.0,16.274999999999995,5.8826,3247.9
30.0,16.274999999999995,5.8826,4926.6
35.0,16.274999999999995,5.8826,6729.6
